정류소아이디,모바일아이디,정류소명,영문명,시도,구군,동,경도,위도,경유노선수,경유노선
7041023700,20971,상인한서타운앞,Sangin Hanseo Town,대구광역시,달서구,상인1동,128.547026,35.81388,2,달서3+달서4
7041023600,983,월배농협대덕지점건너,Wolbae Nonghyup Daedeok Branch,대구광역시,달서구,상인1동,128.54544,35.812702,2,달서3+달서4-1
7041022800,2570,상인동서타운앞,Sangin Dongseo Town,대구광역시,달서구,상인1동,128.543881,35.813069,5,649+706+726+달서3+달서4
7041022700,20974,상인초등학교앞,Sangin Elementary School,대구광역시,달서구,상인1동,128.541773,35.814436,5,649+706+726+달서3+달서4-1
7041029000,984,월촌고가교2,Wolchon Elevated Bridge,대구광역시,달서구,상인1동,128.54864,35.814745,1,달서4-1
7041028900,985,청소년수련원앞,Youth Center,대구광역시,달서구,상인1동,128.551033,35.819757,1,달서4-1
7041031700,5186,상인우방아파트,Sangin Woobang Apts,대구광역시,달서구,상인1동,128.541358,35.814983,7,649+653+706+726+달서1+달서3+달서4
7041033400,995,롯데백화점상인점건너,Lotte Dept Sangin Store,대구광역시,달서구,상인1동,128.539308,35.819458,4,618+650+836+달성2
7041029100,1407,월촌고가교1,Wolchon Elevated Bridge,대구광역시,달서구,상인1동,128.54897,35.8151,1,달서4
7041053500,2514,상인현대맨션앞,Sangin Hyundai Mansion,대구광역시,달서구,상인1동,128.53955,35.817003,7,649+653+706+726+달서1+달서3+달서4
7041055200,9123,상인역e-편한세상앞,Sangin E-pyeonhansesang Apts,대구광역시,달서구,상인1동,128.534015,35.8218,8,356+651+653+706+달서1+달서3+달서4-1+달서5
7041018100,2267,성모여성의원앞,Seongmo Woman Hospital,대구광역시,달서구,상인2동,128.535736,35.818228,8,356+618+650+651+836+급행8+달서5+달성2
7041057400,21799,상인2동행정복지센터건너,Sangin 2-dong Community Service Center,대구광역시,달서구,상인2동,128.536608,35.812627,2,356+618
7041022400,849,상인삼미타운앞,Sangin Sammi Town,대구광역시,달서구,상인2동,128.533282,35.81627,2,356+618
7041022300,850,상인삼미타운건너,Sangin Sammi Town,대구광역시,달서구,상인2동,128.533253,35.816232,2,356+618
7041022200,952,월배중학교앞,Wolbae Middle School,대구광역시,달서구,상인2동,128.535918,35.813897,2,356+618
7041022100,951,월배중학교건너,Wolbae Middle School,대구광역시,달서구,상인2동,128.534978,35.81467,2,356+618
7041022500,998,상인현대맨션건너,Sangin Hyundai Mansion,대구광역시,달서구,상인2동,128.538842,35.817622,7,649+653+706+726+달서1+달서3+달서4-1
7041057500,3158,상화네거리,Sanghwa (4) Junction,대구광역시,달서구,상인2동,128.536167,35.810717,2,618+726
7041018300,848,월배역(3번출구),Wolbae Station,대구광역시,달서구,상인2동,128.532057,35.816818,6,650+651+836+급행8+달서5+달성2
7041022900,20976,보성산호타운앞,Boseong Sanho Town,대구광역시,달서구,상인2동,128.543864,35.812013,2,356+726
7041023100,20977,대동시장1,Daedong Market,대구광역시,달서구,상인2동,128.53838,35.811371,2,356+726
7041023000,20978,상인역모아엘가파크뷰아파트앞,Sangin Moaelgaa Parkview Apts.,대구광역시,달서구,상인2동,128.543357,35.811643,2,356+726
7041023200,1403,대동시장2,Daedong Market,대구광역시,달서구,상인2동,128.537725,35.81136,2,356+726
7041023300,20975,상인동화아이위시아파트앞,Sangin Dongwha iwish Apt,대구광역시,달서구,상인2동,128.545963,35.810763,3,356+649+706
7041023500,1401,월곡네거리,Wolgok (4) Junction,대구광역시,달서구,상인2동,128.547935,35.808837,1,649
7041038300,21009,상인은행아파트앞,Sangin Eunhaeng Apts,대구광역시,달서구,상인3동,128.549819,35.808041,5,356+653+706+달서1+달서3
7041023400,982,상인동화아이위시아파트건너,Sangin Dongwha iwish Apt,대구광역시,달서구,상인3동,128.546762,35.810312,3,356+649+706
7041034200,971,은행APT입구,Eunhaeng Apts,대구광역시,달서구,상인3동,128.549593,35.807172,1,356
7041029200,981,상인제림아파트앞,Sangin Jerim Apts,대구광역시,달서구,상인3동,128.548413,35.813211,3,653+달서1+달서3
7041030000,5226,상인장미아파트앞,Sangin Jangmi Apts,대구광역시,달서구,상인3동,128.556374,35.808069,5,356+653+706+달서1+달서3
7041029400,977,상인비둘기1단지아파트건너,Sangin Bidulgi Apts 1,대구광역시,달서구,상인3동,128.551279,35.809145,3,653+달서1+달서3
7041029500,21010,상인비둘기1단지아파트앞,Sangin Bidulgi Apts 1,대구광역시,달서구,상인3동,128.551253,35.809372,3,653+달서1+달서3
7041029600,21011,상인은행아파트건너,Sangin Eunhaeng Apts,대구광역시,달서구,상인3동,128.550423,35.808361,5,356+653+706+달서1+달서3
7041029900,21765,상인비둘기2단지아파트앞,Sangin Bidulgi Apts 2,대구광역시,달서구,상인3동,128.554815,35.808459,5,356+653+706+달서1+달서3
7041029300,21766,상인제림아파트건너,Sangin Jerim Apts,대구광역시,달서구,상인3동,128.548569,35.813354,3,653+달서1+달서3
7041010600,20958,감삼초등학교건너,Gamsam Elementary School,대구광역시,달서구,성당동,128.546598,35.849076,5,156+356+726+750+달서4
7041057600,2786,서부정류장역북편1,Seobu Bus Terminal Station,대구광역시,달서구,성당동,128.556962,35.839048,1,805
7041057700,2787,서부정류장역북편2,Seobu Bus Terminal Station,대구광역시,달서구,성당동,128.556485,35.839068,1,805
7041057800,2788,삼호아파트건너,Samho Apts,대구광역시,달서구,성당동,128.552263,35.838607,1,805
7041048300,4587,삼호아파트앞,Samho Apts,대구광역시,달서구,성당동,128.551952,35.838543,1,805
7041009800,21141,제일여자상업고등학교앞,Jeil Girls' Commercial High School,대구광역시,달서구,성당동,128.544882,35.842302,6,156+356+518+653+726+달서5
7041048500,744,남부초등학교건너,Nambu Elementary School,대구광역시,달서구,성당동,128.552398,35.844652,1,653
7041048600,21026,남부초등학교앞,Nambu Elementary School,대구광역시,달서구,성당동,128.552161,35.844942,1,653
7041030200,21611,두류공원네거리1,Duryu Park (4) Junction,대구광역시,달서구,성당동,128.566198,35.848043,3,503+623+순환3
7041030300,5259,두류공원네거리2,Duryu Park (4) Junction,대구광역시,달서구,성당동,128.566025,35.847848,3,503+623+순환3-1
7041030400,21609,두리봉네거리1,Duribong Junction,대구광역시,달서구,성당동,128.558426,35.838987,6,609+618+650+706+836+남구1-1
7051006200,5008,문화예술회관앞,Culture and Arts Center,대구광역시,달서구,성당동,128.561072,35.84239,7,609+618+650+706+805+836+남구1-1
7051006400,5007,두류수영장앞,Duryu Swimming Pool,대구광역시,달서구,성당동,128.56482,35.84576,8,609+618+650+706+805+836+급행6+남구1-1
7051006600,5217,문성병원건너,Munseong hospital,대구광역시,달서구,성당동,128.568753,35.848248,8,609+618+650+706+805+836+남구1-1+서구1
7051006800,21610,성당시장건너,Seongdang Market,대구광역시,달서구,성당동,128.572196,35.85037,8,609+618+650+706+805+836+남구1-1+서구1
7041025200,600,성남초등학교건너,Seongnam Elementary School,대구광역시,달서구,성당동,128.57139,35.853133,2,달서4+서구1
7041025900,20957,금봉네거리1,Geumbong (4) Junction,대구광역시,달서구,성당동,128.552004,35.843326,4,306+653+750+서구1-1
7041026000,20940,남부초등학교앞2,Nambu Element School,대구광역시,달서구,성당동,128.549588,35.843499,4,306+653+750+서구1
7041026100,20939,금봉네거리2,Geumbong (4) Junction,대구광역시,달서구,성당동,128.552942,35.842722,3,306+750+서구1
7041026200,20938,대구해올고교건너,Daegu Haeol High School,대구광역시,달서구,성당동,128.552783,35.839479,3,306+750+서구1-1
7041026300,712,대구해올고교앞,Daegu Haeol High School,대구광역시,달서구,성당동,128.5529,35.839396,3,306+750+서구1
7041026400,21140,청구그린맨션1차건너,Cheonggu Green Mansion 1-cha Apts,대구광역시,달서구,성당동,128.54955,35.8373,5,518+564+618+651+726
7041026700,2138,서부정류장1,Seobu Bus Terminal,대구광역시,달서구,성당동,128.556418,35.837537,9,306+518+564+618+651+726+750+급행6+서구1
7041010000,2107,성당포스코더샵앞,Seongdang Posco  Apts,대구광역시,달서구,성당동,128.548215,35.843415,4,306+653+750+서구1-1
7041010100,20941,성당포스코더샵건너,Seongdang Posco  Apts,대구광역시,달서구,성당동,128.54728,35.843525,4,306+653+750+서구1
7041010200,21142,성당두산위브앞,Seongdang Doosan We've Apts,대구광역시,달서구,성당동,128.544775,35.844288,5,156+356+726+750+달서4
7041010400,912,대구광역시교육연수원건너,Daegu Education Training Institute,대구광역시,달서구,성당동,128.545333,35.847097,5,156+356+726+750+달서4
7041055100,2467,달서별빛캠핑장앞,Dalseo Starlight Camp,대구광역시,달서구,송현1동,128.556602,35.825983,1,달서4-1
7041016800,992,상인화성파크드림건너,Sangin Hwasung Park Dream Apts,대구광역시,달서구,송현1동,128.547568,35.822498,1,달서4-1
7041027300,5210,송현역(3번출구),Songhyeon Station,대구광역시,달서구,송현1동,128.55275,35.832155,6,649+650+726+836+달서4-1+달성2
7041028800,991,대서초등학교앞,Daeseo Elementary School,대구광역시,달서구,송현1동,128.550797,35.820392,1,달서4
7041028700,990,청소년수련원건너,Youth Center,대구광역시,달서구,송현1동,128.551857,35.821093,1,달서4-1
7041028600,986,대덕승마장앞,Daeduk Horse Riding Club,대구광역시,달서구,송현1동,128.553707,35.823066,1,달서4-1
7041028500,989,대덕승마장건너,Daeduk Horse Riding Club,대구광역시,달서구,송현1동,128.553683,35.823512,1,달서4-1
7041028400,988,달서별빛캠핑장건너,Dalseo Starlight Camp,대구광역시,달서구,송현1동,128.556097,35.826066,1,달서4-1
7041028300,591,장관빌라앞,Janggwan Villa,대구광역시,달서구,송현1동,128.559557,35.82807,1,달서4-1
7041028200,592,장관빌라건너,Janggwan Villa,대구광역시,달서구,송현1동,128.558852,35.828693,2,750+달서4
7041028100,594,송현공원앞,Songhyeon Park,대구광역시,달서구,송현1동,128.556153,35.830712,2,750+달서4
7041028000,593,송현공원건너,Songhyeon Park,대구광역시,달서구,송현1동,128.556548,35.830308,1,달서4-1
7041027900,595,중소기업지원센터,Small and Medium Business Support Center,대구광역시,달서구,송현1동,128.555355,35.832418,1,달서4-1
7041027700,5260,앞산청구제네스앞,Apsan Cheonggu Jenes,대구광역시,달서구,송현1동,128.548415,35.827013,6,649+650+726+836+달서4-1+달성2
7041027500,5261,송현역(2번출구),Songhyeon Station,대구광역시,달서구,송현1동,128.550298,35.829203,6,649+650+726+836+달서4-1+달성2
7041017000,829,월촌역(6번출구),Wolchon Station,대구광역시,달서구,송현1동,128.546545,35.824645,6,649+650+726+836+달서4-1+달성2
7051000800,571,서부정류장(관문시장건너),Seobu Bus Terminal,대구광역시,달서구,송현2동,128.556268,35.835973,7,609+623+649+650+706+726+836
7041059300,3852,서부정류장(관문시장건너)2,Seobu Bus Terminal,대구광역시,달서구,송현2동,128.556565,35.836602,2,750+남구1-1
7041027100,21789,송현제림타운앞,Songhyeon Jerim Town,대구광역시,달서구,송현2동,128.55045,35.83386,3,609+623+706
7041027200,21795,송현역(4번출구),Songhyeon Station,대구광역시,달서구,송현2동,128.552942,35.832586,6,649+650+726+836+달서4+달성2
7041016700,804,송현초등학교건너,Songhyeon Elementary School,대구광역시,달서구,송현2동,128.543868,35.826897,2,618+653
7041016000,583,남부교육지원청건너,Nambu Office of Education,대구광역시,달서구,송현2동,128.546358,35.83385,3,609+623+706
7041026600,21794,서부정류장역2(1번출구),Seobu Bus Terminal Station,대구광역시,달서구,송현2동,128.55533,35.837092,2,618+급행6
7041027800,21797,앞산청구제네스건너,Apsan Cheonggu Jenes,대구광역시,달서구,송현2동,128.547857,35.826672,6,649+650+726+836+달서4+달성2
7041016600,802,송현여중고교앞,Songhyeon Girls' Middle and High School,대구광역시,달서구,송현2동,128.544632,35.830545,2,618+653
7041027600,9120,송현1동치안센터건너,Songhyeon 1-dong Police Operation Center,대구광역시,달서구,송현2동,128.549279,35.828348,6,649+650+726+836+달서4+달성2
7041016500,803,송현여중고교건너,Songhyeon Girls' Middle and High School,대구광역시,달서구,송현2동,128.544508,35.830427,2,618+653
7041027400,21796,송현역(1번출구),Songhyeon Station,대구광역시,달서구,송현2동,128.551038,35.830418,6,649+650+726+836+달서4+달성2
7041031500,21793,세강병원앞,Segang hospital,대구광역시,달서구,송현2동,128.552217,35.836972,5,518+564+618+651+726
7041038600,5183,송현초등학교앞,Songhyeon Elementary School,대구광역시,달서구,송현2동,128.544035,35.826852,2,618+653
7041037000,806,우방송현하이츠,Woobang Songhyeon Heights,대구광역시,달서구,송현2동,128.541733,35.825605,1,653
7041036900,805,우방송현하이츠건너,Woobang Songhyeon Heights,대구광역시,달서구,송현2동,128.542303,35.82582,1,653
7041027000,584,송현제림타운건너,Songhyeon Jerim Town,대구광역시,달서구,송현2동,128.550955,35.833708,3,609+623+706
7041026500,21792,청구그린맨션1차앞,Cheonggu Green Mansion 1-cha Apts,대구광역시,달서구,송현2동,128.549565,35.837053,5,518+564+618+651+726
7041016400,582,송현2동행정복지센터건너,Songhyeon 2-dong Community Service Center,대구광역시,달서구,송현2동,128.544558,35.832488,2,618+653
7041026800,2567,서부정류장역1(1번출구),Seobu Bus Terminal Station,대구광역시,달서구,송현2동,128.555885,35.837227,7,306+518+564+651+726+750+서구1-1
7041017100,21798,월촌역(7번출구),Wolchon Station,대구광역시,달서구,송현2동,128.545935,35.824462,5,649+650+726+836+달성2
7041026900,572,한영한마음아동병원건너,Hanyoung Children's Hospital,대구광역시,달서구,송현2동,128.554838,35.834128,8,609+623+649+650+706+726+836+달성2
7041063100,21199,계명대학교동산병원앞,Keimyung University Dongsan Hospital,대구광역시,달서구,신당동,128.480222,35.853143,6,250+524+527+564+655+성서2
7041004500,2307,성서주공2단지앞,Seongseo Jugong Apts 2,대구광역시,달서구,신당동,128.499033,35.855458,9,405+503+523+527+564+급행5+달서1+달서3+달서5
7041056300,978,성림첨단산업건너,Stargroup IND. Co. LTD,대구광역시,달서구,신당동,128.485713,35.836642,1,성서1-1
7041056400,1157,성림첨단산업앞,Stargroup IND. CO. LTD,대구광역시,달서구,신당동,128.485885,35.836636,1,성서1
7041054200,4851,삼성물류센터앞,Samsung Logistics Center,대구광역시,달서구,신당동,128.491698,35.842287,4,503+518+7250+달서3
7041054300,21623,신흥버스,Sinheung Bus Company,대구광역시,달서구,신당동,128.493095,35.835152,6,156+503+518+급행5+급행6+달서3
7041039500,1175,스틸웨이,Steel Way Co Ltd,대구광역시,달서구,신당동,128.478159,35.840453,1,성서1
7041040100,1733,한국환경공단앞,Korea Environment Coporation,대구광역시,달서구,신당동,128.486978,35.834838,1,성서1-1
7041000700,900,성서종합시장건너,Seongseo Market,대구광역시,달서구,신당동,128.494995,35.855623,9,405+503+523+524+527+564+달서1+달서3+달서5
7041039100,1165,희성전자건너,Heesung Electronics Ltd,대구광역시,달서구,신당동,128.477982,35.84512,1,성서1-1
7041032500,1193,강창역(1번출구),Gangchang Station,대구광역시,달서구,신당동,128.477092,35.853272,8,250+524+527+564+655+급행1+성서1+성서2
7041032800,1178,호산초등학교앞,Hosan Elementary School,대구광역시,달서구,신당동,128.478133,35.84898,1,성서1
7041061300,21194,계명대학교동산병원건너,Keimyung University Dongsan Hospital,대구광역시,달서구,신당동,128.481687,35.852521,6,250+524+527+564+655+성서2
7041043400,1155,와룡공원건너,Seohan Hwasung Town 2-cha,대구광역시,달서구,신당동,128.499903,35.858453,1,524
7041036300,21514,모다아울렛건너,MODA Outlet,대구광역시,달서구,신당동,128.492225,35.83877,6,503+518+7250+급행5+급행7+달서3
7041037500,1729,한국산업은행성서지점건너,Korea Development Bank Seongseo Branch,대구광역시,달서구,신당동,128.49497,35.835197,6,156+503+518+급행5+달서3+성서1
7041037600,21517,계명대역(3번출구),Keimyung University Station,대구광역시,달서구,신당동,128.491653,35.850089,6,503+518+7250+급행5+급행7+달서3
7041037700,2461,강창역(2번출구),Gangchang Station,대구광역시,달서구,신당동,128.477442,35.85298,8,250+524+527+564+655+급행1+성서1-1+성서2
7041037800,21200,삼성명가타운건너,Samsung Myeongga Town,대구광역시,달서구,신당동,128.475082,35.853354,6,250+524+527+564+655+성서2
7041037900,21193,삼성명가타운,Samsung Myeongga Town,대구광역시,달서구,신당동,128.474241,35.853038,7,250+524+527+564+655+성서1-1+성서2
7041038000,1179,삼성한국형아파트앞,Samsung Hangukhyeong Apts,대구광역시,달서구,신당동,128.47816,35.85132,1,성서1
7041038100,1163,삼성한국형아파트건너,Samsung Hangukhyeong Apts,대구광역시,달서구,신당동,128.477982,35.850963,1,성서1-1
7041038800,21131,한화꿈에그린앞,Hanwha Dream and Green Apts,대구광역시,달서구,신당동,128.49129,35.863538,8,405+425+509+523+7250+달서1+성서1+성서3
7041038900,1184,한화꿈에그린건너1,Hanwha Dream and Green Apts,대구광역시,달서구,신당동,128.491462,35.864882,8,405+425+509+523+7250+달서1+성서1-1+성서3
7041039000,1164,호산초등학교건너,Hosan Elementary School,대구광역시,달서구,신당동,128.478007,35.848732,1,성서1-1
7041039200,1166,케이에스건너,Ksinc Co Ltd,대구광역시,달서구,신당동,128.477922,35.842651,1,성서1-1
7041039300,1176,케이에스앞,Ksinc Co Ltd,대구광역시,달서구,신당동,128.478156,35.842845,1,성서1
7041039400,1167,금호기전,Geumho EleCenteric Co Ltd,대구광역시,달서구,신당동,128.477982,35.84107,1,성서1-1
7041039600,1168,화영테크건너,Whayoung Tec,대구광역시,달서구,신당동,128.481669,35.839556,1,성서1-1
7041039700,1174,화영테크앞,Whayoung Tec,대구광역시,달서구,신당동,128.482206,35.839747,1,성서1
7041039800,1173,성서협업단지건너,Seongseo Complex,대구광역시,달서구,신당동,128.484873,35.839723,1,성서1
7041039900,1169,성서협업단지앞,Seongseo Complex,대구광역시,달서구,신당동,128.485433,35.839552,1,성서1-1
7041040000,1732,한국환경공단건너,Korea Environment Coporation,대구광역시,달서구,신당동,128.486558,35.835074,1,성서1
7041040200,1731,도시관리본부건너,City Management Headquarters,대구광역시,달서구,신당동,128.48995,35.83508,1,성서1
7041033600,1177,희성전자앞,Heesung Electronics Ltd,대구광역시,달서구,신당동,128.47816,35.84526,1,성서1
7041033700,21196,계명대역(2번출구),Keimyung University Station,대구광역시,달서구,신당동,128.488656,35.851682,6,250+524+527+564+655+성서2
7041000100,1153,한국방송통신대학교건너,Korea National Open University,대구광역시,달서구,신당동,128.493317,35.859248,2,509+성서3
7041000200,896,한국방송통신대학교앞,Korea National Open University,대구광역시,달서구,신당동,128.494638,35.859357,2,509+성서3
7041000300,21132,계명문화대학앞,Keimyung College,대구광역시,달서구,신당동,128.491828,35.85852,8,405+425+523+7250+급행1+급행7+달서1+성서1
7041000400,5011,계명문화대학건너,Keimyung College,대구광역시,달서구,신당동,128.492322,35.858713,8,405+425+523+7250+급행1+급행7+달서1+성서1-1
7041000500,21519,계명대학교동문건너1,Keimyung University East Gate,대구광역시,달서구,신당동,128.492285,35.856631,6,405+425+523+7250+달서1+성서1-1
7041000600,2085,성서종합시장앞,Seongseo Market,대구광역시,달서구,신당동,128.494945,35.855605,9,405+503+523+524+527+564+달서1+달서3+달서5
7041000800,5012,계명대학교동문앞,Keimyung University East Gate,대구광역시,달서구,신당동,128.491848,35.854377,12,425+503+524+527+564+7250+급행1+급행5+급행7+달서3+달서5+성서1
7041000900,898,계명대학교동문건너2,Keimyung University East Gate,대구광역시,달서구,신당동,128.492233,35.854218,13,405+425+503+524+527+564+7250+급행1+급행5+급행7+달서3+달서5+성서1-1
7041001000,21197,계명대역(1번출구),Keimyung University Station,대구광역시,달서구,신당동,128.490137,35.85187,6,250+524+527+564+655+성서2
7041001100,21198,계명대학교정문앞,Keimyung University Main Gate,대구광역시,달서구,신당동,128.484941,35.852619,7,250+524+527+564+655+급행1+성서2
7041001200,21195,계명대학교정문건너,Keimyung University Main Gate,대구광역시,달서구,신당동,128.484845,35.852215,7,250+524+527+564+655+급행1+성서2
7041001300,21515,계명대역(4번출구),Keimyung University Station,대구광역시,달서구,신당동,128.492219,35.850251,6,503+518+7250+급행5+급행7+달서3
7041001400,1181,STX메탈앞,STX Metal,대구광역시,달서구,신당동,128.491765,35.846202,4,503+518+7250+달서3
7041001500,1182,STX메탈건너,STX Metal,대구광역시,달서구,신당동,128.492223,35.846367,4,503+518+7250+달서3
7041001600,21516,비철금속협업단지앞,Nonferrous Metal Complex,대구광역시,달서구,신당동,128.492238,35.841872,4,503+518+7250+달서3
7041001700,21518,모다아울렛앞,MODA Outlet,대구광역시,달서구,신당동,128.49166,35.839159,6,503+518+7250+급행5+급행7+달서3
7041002000,9102,성서주공1단지건너,Seongseo Jugong Apts 1,대구광역시,달서구,신당동,128.494946,35.851314,6,250+425+518+655+성서1+성서2
7041002100,9105,성서주공1단지앞,Seongseo jugong Apts 1,대구광역시,달서구,신당동,128.496064,35.851734,6,250+425+518+655+성서1-1+성서2
7041004200,895,신당동행정복지센터건너,Sindang-dong Community Service Center,대구광역시,달서구,신당동,128.498958,35.859329,3,509+급행1+성서3
7041004300,21133,신당동행정복지센터앞,Sindang-dong Community Service Center,대구광역시,달서구,신당동,128.499369,35.859069,3,509+급행1+성서3
7041004400,899,와룡시장앞,Waryong Market,대구광역시,달서구,신당동,128.498913,35.855602,10,405+503+523+524+527+564+급행5+달서1+달서3+달서5
7041057300,2466,청남타운건너,Cheongnam Town Apts,대구광역시,달서구,신당동,128.499703,35.853833,1,달서1
7041058600,2966,1차서한화성타운건너,Seohan Hwasung Town 1-cha,대구광역시,달서구,용산1동,128.529435,35.853948,2,달서3+성서3
7041003100,20969,2차서한화성타운건너,Seohan Hwasung Town 2(i)-cha,대구광역시,달서구,용산1동,128.527758,35.858642,7,503+523+527+급행1+급행5+달서3+성서3
7041033100,20970,용산종합큰시장건너,Yongsan Market,대구광역시,달서구,용산1동,128.530476,35.857953,3,527+달서3+성서3
7041033200,1111,용산종합큰시장앞,Yongsan Market,대구광역시,달서구,용산1동,128.530663,35.857223,3,527+달서3+성서3
7041047100,1129,장산초등학교건너,Jangsan Elementary School,대구광역시,달서구,용산1동,128.526435,35.853958,2,달서3+성서3
7041047200,1125,1차서한화성타운앞,Seohan Hwasung Town 1-cha,대구광역시,달서구,용산1동,128.528915,35.854125,2,달서3+성서3
7041051300,1130,대구학생문화센터,Daegu Culture Center for Student,대구광역시,달서구,용산1동,128.529138,35.852248,2,달서3+성서3
7041046400,1133,용산역(6번출구),Yongsan Station,대구광역시,달서구,용산1동,128.529163,35.850175,1,성서3
7041046600,1132,롯데캐슬그랜드,Lotte Castle Grand,대구광역시,달서구,용산1동,128.52718,35.852002,2,달서3+성서3
7041046700,1131,대구지방법원서부지원,Seobu Branch Court,대구광역시,달서구,용산1동,128.527178,35.852243,2,달서3+성서3
7041046800,1128,달구벌종합복지관앞,Dalgubul Welfare Center,대구광역시,달서구,용산1동,128.524727,35.853368,2,달서3+성서3
7041046900,1127,달구벌종합복지관건너,Dalgubul Welfare Center,대구광역시,달서구,용산1동,128.524672,35.853197,2,달서3+성서3
7041047000,9284,장산초등학교앞,Jangsan Elementary School,대구광역시,달서구,용산1동,128.526258,35.854101,2,달서3+성서3
7041031100,21143,용산1동행정복지센터건너,Yongsan 1-dong Community Service Center,대구광역시,달서구,용산1동,128.530455,35.855537,3,527+달서3+성서3
7041031200,1110,용산1동행정복지센터앞,Yongsan 1-dong Community Service Center,대구광역시,달서구,용산1동,128.530743,35.855042,3,527+달서3+성서3
7041031300,5026,우방죽전타운건너,Woobang Jukjeon Town,대구광역시,달서구,용산1동,128.530484,35.851256,2,527+달서3
7041031400,5027,우방죽전타운앞1,Woobang Jukjeon Town,대구광역시,달서구,용산1동,128.53061,35.851195,1,527
7041007600,1122,장성초등학교앞,Jangseong Elementary School,대구광역시,달서구,용산1동,128.522827,35.849608,7,250+405+425+509+518+달서5+성서2
7041007900,9106,용산역(1번출구),Yongsan Station,대구광역시,달서구,용산1동,128.527271,35.849041,7,250+405+425+509+518+달서5+성서2
7041008100,5545,용산네거리2,Yongsan (4) Junction,대구광역시,달서구,용산1동,128.531635,35.849608,7,250+405+425+509+527+달서5+성서2
7031004000,5125,용전초등학교남편,Yongjeon Elementary School South,대구광역시,달서구,용산1동,128.532902,35.858879,2,503+523
7041003000,9109,2차서한화성타운앞,Seohan Hwasung Town 2-cha,대구광역시,달서구,용산1동,128.528728,35.858913,7,503+523+527+급행1+급행5+달서3+성서3
7041053400,1902,우방죽전타운앞2,Woobang Jukjeon Town Apts,대구광역시,달서구,용산1동,128.530698,35.850308,2,달서3+성서3
7041003300,1139,용산2동행정복지센터앞,Yongsan 2-dong Community Service Center,대구광역시,달서구,용산2동,128.522049,35.858659,6,503+523+527+급행1+달서3+성서3
7041003500,2080,성서보성타운2차건너1,Seongseo Boseong Town 2-cha,대구광역시,달서구,용산2동,128.518643,35.858779,3,523+달서3+성서3
7041005900,5127,성지중학교건너,Seongji Middle School,대구광역시,달서구,용산2동,128.515568,35.852935,3,405+509+달서5
7041006000,871,이곡장미공원건너,Igok Rose Park,대구광역시,달서구,용산2동,128.515442,35.857645,2,509+달서3
7041061200,4022,대구세명학교건너,Daegu Semyung School,대구광역시,달서구,용산2동,128.523699,35.863975,1,524
7041055000,20968,성서주공5단지앞,Seongseo Jugong Apts 5,대구광역시,달서구,용산2동,128.520973,35.85805,1,503
7041051900,870,성산초등학교앞,Seongsan Elementary School,대구광역시,달서구,용산2동,128.51758,35.857187,1,503
7041052000,869,성산중학교앞,Seongsan Middle School,대구광역시,달서구,용산2동,128.517922,35.857045,1,503
7031014900,9248,경원고등학교앞,Kyungwon High School,대구광역시,달서구,용산2동,128.525834,35.864767,1,524
7041003400,2081,성서보성타운2차앞,Seongseo Boseong Town 2-cha,대구광역시,달서구,용산2동,128.51941,35.858955,4,523+524+달서3+성서3
7041052600,20962,성서보성타운2차건너2,Seongseo Boseong Town 2-cha,대구광역시,달서구,용산2동,128.517737,35.858758,1,524
7041035800,9111,용산2동행정복지센터건너,Yongsan 2-dong Community Service Center,대구광역시,달서구,용산2동,128.523024,35.858905,6,503+523+527+급행1+달서3+성서3
7041051200,5016,성서청구타운앞,Seongseo Cheonggu Town,대구광역시,달서구,용산2동,128.521032,35.856282,2,527+급행5
7041035900,9242,영남우방타운2차아파트,Yeongnam Woobang Town 2-cha Apts,대구광역시,달서구,용산2동,128.515514,35.855902,3,503+509+달서3
7031015000,1143,경원고등학교건너,Kyungwon High School,대구광역시,달서구,용산2동,128.52525,35.864408,1,524
7041030800,1142,성곡중학교건너,Seonggok Middle School,대구광역시,달서구,용산2동,128.521457,35.860928,1,524
7041030900,1141,성곡중학교앞,Seonggok Middle School,대구광역시,달서구,용산2동,128.521598,35.860907,1,524
7041006200,5128,영남우방타운1차앞,Yeongnam Woobang Town 1-cha Apts,대구광역시,달서구,용산2동,128.517782,35.85507,1,527
7041006300,867,영남우방타운1차건너,Yeongnam Woobang Town 1-cha Apts,대구광역시,달서구,용산2동,128.517172,35.855312,1,527
7041006400,1138,성서청구타운건너,Seongseo Cheonggu Town,대구광역시,달서구,용산2동,128.52108,35.855753,2,527+급행5
7041007400,9107,보람타운앞,Boram Town,대구광역시,달서구,용산2동,128.518265,35.850723,7,250+405+425+509+518+달서5+성서2
7041064200,22003,한샘청동공원앞,Hansaem Cheongdong Park,대구광역시,달서구,월성1동,128.516598,35.81994,2,달서4+달서4-1
7041019700,807,대구하이텍고교건너,Daegu Hi-tech High School,대구광역시,달서구,월성1동,128.538905,35.825059,1,653
7041064100,22004,한샘청동공원건너,Hansaem Cheongdong Park,대구광역시,달서구,월성1동,128.516177,35.819805,2,달서4+달서4-1
7041057000,1963,월배힐스테이트건너,Wolbae Hillstate Apts,대구광역시,달서구,월성1동,128.519833,35.818187,3,급행6+달서1+성서2
7041059000,3855,e-편한세상월배앞,E-pyeonhansesang Wolbae Apts,대구광역시,달서구,월성1동,128.523251,35.827378,1,성서2
